geo,indicator,date,month,value,unit
CA,income_share_held_by_lowest_10_percent,2019,,3.0,percent
CA,income_share_held_by_lowest_10_percent,2018,,2.9,percent
CA,income_share_held_by_lowest_10_percent,2017,,2.8,percent
CA,income_share_held_by_lowest_10_percent,2016,,2.9,percent
SZ,income_share_held_by_lowest_10_percent,2016,,1.4,percent
ES,unemployment_youth_total_15_24_percent,2025,,24.745,percent
ES,unemployment_youth_total_15_24_percent,2024,,26.631,percent
ES,unemployment_youth_total_15_24_percent,2023,,28.747,percent
ES,unemployment_youth_total_15_24_percent,2022,,29.713,percent
ES,unemployment_youth_total_15_24_percent,2021,,34.999,percent
ES,unemployment_youth_total_15_24_percent,2020,,38.312,percent
ES,unemployment_youth_total_15_24_percent,2019,,32.555,percent
ES,unemployment_youth_total_15_24_percent,2018,,34.362,percent
ES,unemployment_youth_total_15_24_percent,2017,,38.594,percent
ES,unemployment_youth_total_15_24_percent,2016,,44.445,percent
FR,unemployment_youth_total_15_24_percent,2025,,18.89,percent
FR,unemployment_youth_total_15_24_percent,2024,,18.603,percent
FR,unemployment_youth_total_15_24_percent,2023,,17.419,percent
FR,unemployment_youth_total_15_24_percent,2022,,17.856,percent
FR,unemployment_youth_total_15_24_percent,2021,,19.252,percent
FR,unemployment_youth_total_15_24_percent,2020,,20.398,percent
FR,unemployment_youth_total_15_24_percent,2019,,19.929,percent
FR,unemployment_youth_total_15_24_percent,2018,,20.953,percent
FR,unemployment_youth_total_15_24_percent,2017,,22.572,percent
FR,unemployment_youth_total_15_24_percent,2016,,24.938,percent
IT,unemployment_youth_total_15_24_percent,2025,,20.545,percent
IT,unemployment_youth_total_15_24_percent,2024,,20.246,percent
IT,unemployment_youth_total_15_24_percent,2023,,22.727,percent
IT,unemployment_youth_total_15_24_percent,2022,,23.704,percent
IT,unemployment_youth_total_15_24_percent,2021,,29.665,percent
IT,unemployment_youth_total_15_24_percent,2020,,29.629,percent
IT,unemployment_youth_total_15_24_percent,2019,,29.102,percent
IT,unemployment_youth_total_15_24_percent,2018,,32.185,percent
IT,unemployment_youth_total_15_24_percent,2017,,34.726,percent
IT,unemployment_youth_total_15_24_percent,2016,,37.758,percent
PT,unemployment_youth_total_15_24_percent,2025,,20.221,percent
PT,unemployment_youth_total_15_24_percent,2024,,21.766,percent
PT,unemployment_youth_total_15_24_percent,2023,,20.463,percent
PT,unemployment_youth_total_15_24_percent,2022,,19.183,percent
PT,unemployment_youth_total_15_24_percent,2021,,23.424,percent
PT,unemployment_youth_total_15_24_percent,2020,,22.46,percent
PT,unemployment_youth_total_15_24_percent,2019,,18.326,percent
PT,unemployment_youth_total_15_24_percent,2018,,20.235,percent
PT,unemployment_youth_total_15_24_percent,2017,,23.802,percent
PT,unemployment_youth_total_15_24_percent,2016,,27.799,percent
CA,unemployment_youth_total_15_24_percent,2025,,13.8,percent
CA,unemployment_youth_total_15_24_percent,2024,,13.276,percent
CA,unemployment_youth_total_15_24_percent,2023,,10.806,percent
CA,unemployment_youth_total_15_24_percent,2022,,10.082,percent
CA,unemployment_youth_total_15_24_percent,2021,,13.557,percent
CA,unemployment_youth_total_15_24_percent,2020,,20.125,percent
CA,unemployment_youth_total_15_24_percent,2019,,10.744,percent
CA,unemployment_youth_total_15_24_percent,2018,,10.709,percent
CA,unemployment_youth_total_15_24_percent,2017,,11.236,percent
CA,unemployment_youth_total_15_24_percent,2016,,12.597,percent
SZ,unemployment_youth_total_15_24_percent,2025,,54.329,percent
SZ,unemployment_youth_total_15_24_percent,2024,,54.37,percent
SZ,unemployment_youth_total_15_24_percent,2023,,54.239,percent
SZ,unemployment_youth_total_15_24_percent,2022,,58.474,percent
SZ,unemployment_youth_total_15_24_percent,2021,,56.669,percent
SZ,unemployment_youth_total_15_24_percent,2020,,58.611,percent
SZ,unemployment_youth_total_15_24_percent,2019,,51.201,percent
SZ,unemployment_youth_total_15_24_percent,2018,,49.927,percent
SZ,unemployment_youth_total_15_24_percent,2017,,48.365,percent
SZ,unemployment_youth_total_15_24_percent,2016,,46.973,percent
